Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
342,Roger Martí,es ESP,FW,Levante,30,1991,29,25,2115,23.5,7,3,6,1,3,8,0,0.30,0.13,0.43,0.26,0.38,8.1,5.9,1.7,7.5,0.35,0.07,0.42,0.25,0.32,Matches,0ae4e09a
343,Anthony Martial,fr FRA,FWMF,Sevilla,25,1995,9,7,490,5.4,0,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.3,0.3,0.2,0.5,0.06,0.03,0.09,0.06,0.09,Matches,8b788c01
344,Martín,es ESP,MF,Cádiz,22,1999,6,1,115,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.01,0.06,0.05,0.06,Matches,cbec0059
345,Ander Martin,es ESP,FWMF,Real Sociedad,20,2000,5,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.17,0.10,0.27,0.17,0.27,Matches,e1e75690
346,Andrés Martín,es ESP,FWMF,Rayo Vallecano,22,1999,7,1,186,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.18,0.00,0.18,0.18,0.18,Matches,2ae30661
347,Carlos Martín,es ESP,DF,Atlético Madrid,19,2002,1,0,6,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,64035864
348,Iván Martín,es ESP,MF,Alavés,22,1999,6,2,166,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches,ae48c5cb
349,Iñigo Martínez,es ESP,DF,Athletic Club,30,1991,27,26,2341,26.0,3,0,3,0,0,9,2,0.12,0.00,0.12,0.12,0.12,2.1,2.1,0.5,2.5,0.08,0.02,0.10,0.08,0.10,Matches,3fc45c73
350,Javi Martínez,es ESP,MF,Osasuna,21,1999,26,9,879,9.8,1,1,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,0.8,0.8,1.0,1.7,0.08,0.10,0.18,0.08,0.18,Matches,3672b352
351,Pablo Martínez,es ESP,MF,Levante,23,1998,13,7,656,7.3,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.4,0.4,1.3,1.7,0.05,0.18,0.23,0.05,0.23,Matches,ecc77652
352,Omar Mascarell,es ESP,MF,Elche,28,1993,32,30,2493,27.7,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.02,0.01,0.03,0.02,0.03,Matches,11fd2b75
353,Jaime Mata,es ESP,FW,Getafe,32,1988,22,4,672,7.5,1,0,1,0,0,7,0,0.13,0.00,0.13,0.13,0.13,1.5,1.5,0.4,1.9,0.20,0.06,0.25,0.20,0.25,Matches,02319ad7
354,Luís Maximiano,pt POR,GK,Granada,22,1999,35,35,3136,34.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3318286e
355,Borja Mayoral,es ESP,FW,Getafe,24,1997,18,11,1044,11.6,6,1,5,1,1,3,0,0.52,0.09,0.60,0.43,0.52,2.7,2.0,1.1,3.1,0.23,0.10,0.33,0.17,0.27,Matches,64e8ed6d
356,Jordi Mboula,es ESP,FW,Mallorca,22,1999,11,5,434,4.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.06,0.02,0.08,0.06,0.08,Matches,4887118d
357,Óscar Melendo,es ESP,MFFW,Espanyol,23,1997,21,14,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.1,1.8,0.06,0.10,0.16,0.06,0.16,Matches,379652be
358,Gonzalo Melero,es ESP,MF,Levante,27,1994,29,20,1692,18.8,7,2,5,2,2,5,0,0.37,0.11,0.48,0.27,0.37,4.1,2.6,0.9,3.5,0.22,0.05,0.27,0.14,0.19,Matches,3902e91b
359,Tomás Mendes,es ESP,MF,Alavés,16,2004,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,45f771db
360,Brais Méndez,es ESP,MF,Celta Vigo,24,1997,37,36,3021,33.6,4,5,4,0,0,8,0,0.12,0.15,0.27,0.12,0.27,4.3,4.3,3.8,8.1,0.13,0.11,0.24,0.13,0.24,Matches,c9e39d91
361,Édgar Méndez,es ESP,FWMF,Alavés,31,1990,32,17,1614,17.9,1,1,1,0,0,6,0,0.06,0.06,0.11,0.06,0.11,2.1,2.1,1.8,3.9,0.12,0.10,0.22,0.12,0.22,Matches,aed746df
362,Ferland Mendy,fr FRA,DF,Real Madrid,26,1995,22,20,1734,19.3,2,1,2,0,0,4,0,0.10,0.05,0.16,0.10,0.16,1.1,1.1,1.3,2.4,0.06,0.07,0.13,0.06,0.13,Matches,3cefcaef
363,Fran Mérida,es ESP,MF,Espanyol,31,1990,10,3,266,3.0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.05,0.08,0.03,0.08,Matches,0e50f929
364,Mikel Merino,es ESP,MF,Real Sociedad,25,1996,34,33,2890,32.1,3,2,3,0,0,8,0,0.09,0.06,0.16,0.09,0.16,4.3,4.3,3.5,7.7,0.13,0.11,0.24,0.13,0.24,Matches,d080ed5e
365,Martín Merquelanz,es ESP,FW,Rayo Vallecano,26,1995,4,3,173,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.8,0.08,0.36,0.43,0.08,0.43,Matches,ddd5348b
366,Matt Miazga,us USA,DF,Alavés,26,1995,11,9,833,9.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04,Matches,9fc0f253
367,Miguel,es ESP,FWMF,Alavés,21,1999,22,10,829,9.2,1,1,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,2.1,2.1,0.3,2.4,0.23,0.03,0.26,0.23,0.26,Matches,6763373d
368,Éder Militão,br BRA,DF,Real Madrid,23,1998,34,34,3031,33.7,1,2,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,2.7,2.7,1.2,3.8,0.08,0.04,0.11,0.08,0.11,Matches,2784f898
369,Luis Milla,es ESP,MF,Granada,26,1994,34,33,2773,30.8,3,3,0,3,3,4,0,0.10,0.10,0.19,0.00,0.10,3.6,1.3,4.1,5.4,0.12,0.13,0.25,0.04,0.17,Matches,19c36442
370,Pere Milla,es ESP,FWMF,Elche,28,1992,32,17,1644,18.3,8,3,8,0,0,4,0,0.44,0.16,0.60,0.44,0.60,4.4,4.4,1.9,6.3,0.24,0.10,0.34,0.24,0.34,Matches,335039a2
371,Santi Mina,es ESP,FW,Celta Vigo,25,1995,33,30,2367,26.3,7,3,7,0,1,4,0,0.27,0.11,0.38,0.27,0.38,7.9,7.1,2.0,9.1,0.30,0.07,0.38,0.27,0.35,Matches,0b90bb97
372,Óscar Mingueza,es ESP,DF,Barcelona,22,1999,19,9,894,9.9,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,0.9,1.1,0.02,0.09,0.11,0.02,0.11,Matches,056269d7
373,Rafa Mir,es ESP,FW,Sevilla,24,1997,34,18,1808,20.1,10,0,10,0,0,6,0,0.50,0.00,0.50,0.50,0.50,7.6,7.6,0.4,8.0,0.38,0.02,0.40,0.38,0.40,Matches,bbf5c11b
374,Jorge Miramón,es ESP,DF,Levante,32,1989,29,22,1977,22.0,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,0.7,0.7,0.7,1.3,0.03,0.03,0.06,0.03,0.06,Matches,7f4c7c9f
375,Juan Miranda,es ESP,DF,Betis,21,2000,13,9,783,8.7,0,2,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,0.1,0.1,1.5,1.6,0.01,0.17,0.19,0.01,0.19,Matches,ead61f73
376,Stefan Mitrović,rs SRB,DF,Getafe,31,1990,32,31,2667,29.6,1,0,1,0,0,8,1,0.03,0.00,0.03,0.03,0.03,0.2,0.2,0.0,0.2,0.01,0.00,0.01,0.01,0.01,Matches,e6777e6b
377,Luka Modrić,hr CRO,MF,Real Madrid,35,1985,28,25,2032,22.6,2,8,1,1,1,4,0,0.09,0.35,0.44,0.04,0.40,2.7,2.0,4.2,6.2,0.12,0.19,0.31,0.09,0.27,Matches,6025fab1
378,Johan Mojica,co COL,DF,Elche,28,1992,33,32,2855,31.7,2,5,2,0,0,4,1,0.06,0.16,0.22,0.06,0.22,0.7,0.7,4.5,5.2,0.02,0.14,0.16,0.02,0.16,Matches,608f2092
379,Jorge Molina,es ESP,FW,Granada,39,1982,35,19,1966,21.8,10,5,10,0,1,2,0,0.46,0.23,0.69,0.46,0.69,6.1,5.3,3.1,8.4,0.28,0.14,0.42,0.24,0.39,Matches,43f71e77
380,Jon Moncayola,es ESP,MF,Osasuna,23,1998,36,33,2915,32.4,2,3,2,0,0,2,0,0.06,0.09,0.15,0.06,0.15,2.2,2.2,2.3,4.5,0.07,0.07,0.14,0.07,0.14,Matches,9939e168
381,Monchu,es ESP,MF,Granada,21,1999,14,7,668,7.4,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.7,0.06,0.03,0.09,0.06,0.09,Matches,8ac501f5
382,Gonzalo Montiel,ar ARG,DF,Sevilla,24,1997,18,15,1066,11.8,1,2,1,0,0,7,0,0.08,0.17,0.25,0.08,0.25,0.3,0.3,1.3,1.6,0.03,0.11,0.14,0.03,0.14,Matches,374d5158
383,Ángel Montoro,es ESP,MF,Granada,33,1988,24,13,1331,14.8,1,1,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,1.2,1.2,1.6,2.7,0.08,0.11,0.19,0.08,0.19,Matches,719384c1
384,Martín Montoya,es ESP,DF,Betis,30,1991,6,6,518,5.8,0,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,0.4,0.4,1.1,1.5,0.06,0.19,0.25,0.06,0.25,Matches,5cec2487
385,Jon Morcillo,es ESP,MF,Athletic Club,22,1998,7,0,54,0.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.63,0.00,0.63,0.63,0.63,Matches,b7d7f3bf
386,Alberto Moreno,es ESP,MFDF,Villarreal,29,1992,24,13,1223,13.6,3,2,3,0,0,3,0,0.22,0.15,0.37,0.22,0.37,3.0,3.0,2.0,5.0,0.22,0.15,0.37,0.22,0.37,Matches,11b9265b
387,Álex Moreno,es ESP,DF,Betis,28,1993,30,28,2404,26.7,5,3,5,0,0,3,1,0.19,0.11,0.30,0.19,0.30,2.9,2.9,2.4,5.3,0.11,0.09,0.20,0.11,0.20,Matches,16e9d0ea
388,Gerard Moreno,es ESP,FW,Villarreal,29,1992,17,14,1191,13.2,9,3,8,1,2,2,0,0.68,0.23,0.91,0.60,0.83,6.5,5.0,4.7,9.6,0.49,0.35,0.84,0.37,0.73,Matches,81f0781e
389,Tete Morente,es ESP,MFFW,Elche,24,1996,32,18,1632,18.1,3,3,3,0,0,4,0,0.17,0.17,0.33,0.17,0.33,3.2,3.2,2.1,5.3,0.18,0.12,0.29,0.18,0.29,Matches,004d185e
390,Ilaix Moriba,gn GUI,MF,Valencia,18,2003,14,9,818,9.1,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.06,0.03,0.09,0.06,0.09,Matches,f4c69aa6
391,Manu Morlanes,es ESP,MF,Espanyol,22,1999,27,11,1144,12.7,2,0,2,0,0,6,1,0.16,0.00,0.16,0.16,0.16,0.8,0.8,0.3,1.1,0.06,0.02,0.08,0.06,0.08,Matches,a0255c67
392,Loren Morón,es ESP,FWMF,Espanyol,27,1993,21,4,563,6.3,1,0,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16,0.8,0.8,0.4,1.2,0.12,0.06,0.18,0.12,0.18,Matches,3aa4a3be
393,Loren Morón,es ESP,FW,Betis,27,1993,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3aa4a3be
394,Cristhian Mosquera,co COL,DF,Valencia,17,2004,6,3,212,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches,dc1ce4f5
395,Toni Moya,es ESP,MF,Alavés,23,1998,28,17,1386,15.4,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,1.2,1.2,1.7,2.9,0.08,0.11,0.19,0.08,0.19,Matches,9e098912
396,Iker Muniain,es ESP,MF,Athletic Club,28,1992,35,34,2785,30.9,4,10,3,1,3,3,0,0.13,0.32,0.45,0.10,0.42,6.7,4.3,9.5,13.8,0.22,0.31,0.52,0.14,0.45,Matches,c05dfb74
397,Aihen Muñoz,es ESP,DF,Real Sociedad,23,1997,20,15,1342,14.9,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.2,0.1,0.5,0.6,0.01,0.03,0.05,0.01,0.04,Matches,228b0d9d
398,Jeison Murillo,co COL,DF,Celta Vigo,29,1992,19,12,1117,12.4,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.04,0.00,0.04,0.04,0.04,Matches,b233e8e4
399,Vedat Muriqi,xk KVX,FW,Mallorca,27,1994,16,16,1438,16.0,5,3,3,2,2,6,0,0.31,0.19,0.50,0.19,0.38,5.2,3.7,1.6,5.3,0.33,0.10,0.43,0.23,0.33,Matches,0cadc46d
400,Yunus Musah,us USA,MFFW,Valencia,18,2002,29,13,1259,14.0,1,0,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,0.4,0.4,1.1,1.5,0.03,0.08,0.11,0.03,0.11,Matches,b51b1b9c
401,Shkodran Mustafi,de GER,DF,Levante,29,1992,11,8,658,7.3,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,3f2d59fe
402,Nacho,es ESP,DF,Real Madrid,31,1990,28,17,1555,17.3,3,0,3,0,0,7,0,0.17,0.00,0.17,0.17,0.17,1.2,1.2,0.5,1.7,0.07,0.03,0.10,0.07,0.10,Matches,2946f9a1
403,Roberto Navarro,es ESP,MFFW,Real Sociedad,19,2002,6,3,199,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.32,0.02,0.35,0.32,0.35,Matches,c997b942
404,Ximo Navarro,es ESP,DF,Alavés,31,1990,18,16,1347,15.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.03,0.02,0.04,0.03,0.04,Matches,8db394aa
405,Jesús Navas,es ESP,DF,Sevilla,35,1985,25,19,1786,19.8,0,3,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,0.4,0.4,4.3,4.7,0.02,0.22,0.24,0.02,0.24,Matches,3f10bd22
406,Loum Ndiaye,sn SEN,MF,Alavés,24,1996,32,26,2312,25.7,2,0,2,0,0,10,0,0.08,0.00,0.08,0.08,0.08,2.3,2.3,0.1,2.5,0.09,0.01,0.10,0.09,0.10,Matches,bcfc4473
407,Álvaro Negredo,es ESP,FW,Cádiz,35,1985,34,24,2157,24.0,7,2,5,2,3,3,0,0.29,0.08,0.38,0.21,0.29,8.8,6.5,2.1,8.6,0.37,0.09,0.45,0.27,0.36,Matches,63b0ca6b
408,Neto,br BRA,GK,Barcelona,32,1989,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,a9dc785c
409,Carlos Neva,es ESP,DF,Granada,25,1996,26,24,2108,23.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,1.3,2.2,0.04,0.05,0.09,0.04,0.09,Matches,8d47bb39
410,Saúl Ñíguez,es ESP,DFMF,Atlético Madrid,26,1994,3,2,201,2.2,0,1,0,0,0,0,0,0.00,0.45,0.45,0.00,0.45,0.4,0.4,0.1,0.5,0.16,0.05,0.21,0.16,0.21,Matches,c14bc029
411,Fernando Niño,es ESP,FW,Mallorca,20,2000,23,9,884,9.8,2,0,2,0,0,2,0,0.20,0.00,0.20,0.20,0.20,4.1,4.1,0.3,4.4,0.41,0.03,0.45,0.41,0.45,Matches,81d5c497
412,Peru Nolaskoain,es ESP,DF,Athletic Club,22,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,857cb4f3
413,Nolito,es ESP,MF,Celta Vigo,34,1986,32,15,1384,15.4,2,0,2,0,0,2,0,0.13,0.00,0.13,0.13,0.13,3.4,3.4,1.8,5.2,0.22,0.12,0.34,0.22,0.34,Matches,b2d0ec1b
414,Randy Ntekja,fr FRA,FWMF,Rayo Vallecano,23,1997,34,16,1462,16.2,3,0,3,0,0,2,0,0.18,0.00,0.18,0.18,0.18,3.7,3.7,1.9,5.7,0.23,0.12,0.35,0.23,0.35,Matches,a6103274
415,Unai Núñez,es ESP,DF,Athletic Club,24,1997,9,7,622,6.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9,0.11,0.01,0.12,0.11,0.12,Matches,be170419
416,Allan Nyom,cm CMR,DF,Getafe,33,1988,5,3,244,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.04,0.04,0.00,0.04,Matches,97572117
417,Jan Oblak,si SVN,GK,Atlético Madrid,28,1993,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ee8508c0
418,Lucas Ocampos,ar ARG,FW,Sevilla,27,1994,30,23,2125,23.6,6,4,6,0,0,7,0,0.25,0.17,0.42,0.25,0.42,5.7,5.7,1.8,7.5,0.24,0.08,0.32,0.24,0.32,Matches,a08b974a
419,Lucas Olaza,uy URU,DF,Elche,27,1994,5,3,295,3.3,1,0,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31,0.7,0.7,0.3,1.1,0.22,0.10,0.32,0.22,0.32,Matches,4cee5954
420,Oier Olazábal,es ESP,GK,Espanyol,31,1989,2,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b5bdf144
421,Brian Oliván,es ESP,DF,Mallorca,27,1994,28,24,2189,24.3,1,0,1,0,1,7,0,0.04,0.00,0.04,0.04,0.04,2.2,1.5,2.2,3.6,0.09,0.09,0.18,0.06,0.15,Matches,a3e4bf46
422,Mathías Olivera,uy URU,DF,Getafe,23,1997,32,32,2803,31.1,1,3,1,0,0,10,0,0.03,0.10,0.13,0.03,0.13,2.8,2.3,2.8,5.1,0.09,0.09,0.18,0.07,0.16,Matches,41c12f75
423,Javier Ontiveros,es ESP,MFFW,Osasuna,23,1997,3,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.13,0.00,0.13,0.13,0.13,Matches,a83d8b0c
424,Pedro Ortiz,es ESP,MF,Sevilla,20,2000,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.7,4.70,4.92,9.63,4.70,9.63,Matches,f9358b61
425,Milutin Osmajić,me MNE,FWMF,Cádiz,22,1999,10,2,257,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.09,0.00,0.09,0.09,0.09,Matches,375ed9d7
426,Jesús Owono,gq EQG,GK,Alavés,20,2001,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d6e3d7fb
427,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,24,1997,22,19,1671,18.6,9,3,5,4,5,0,1,0.48,0.16,0.65,0.27,0.43,9.1,5.3,3.4,8.7,0.49,0.18,0.67,0.29,0.47,Matches,8c3c640c
428,Fernando Pacheco,es ESP,GK,Alavés,29,1992,34,34,3053,33.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,Matches,97852360
429,Jon Pacheco,es ESP,DF,Real Sociedad,20,2001,10,4,381,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,44150beb
430,Gavi Paez,es ESP,MFFW,Barcelona,16,2004,34,28,2316,25.7,2,5,2,0,0,11,1,0.08,0.19,0.27,0.08,0.27,4.0,4.0,3.1,7.1,0.15,0.12,0.27,0.15,0.27,Matches,19cae58d
431,Helibelton Palacios,co COL,DF,Elche,28,1993,26,22,1931,21.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.00,0.01,0.01,0.00,0.01,Matches,ac8b2421
432,Isaac Palazón Camacho,es ESP,FWMF,Rayo Vallecano,26,1994,34,27,2288,25.4,2,4,2,0,0,7,0,0.08,0.16,0.24,0.08,0.24,3.3,3.3,2.5,5.8,0.13,0.10,0.23,0.13,0.23,Matches,49dbab27
433,Daniel Parejo,es ESP,MF,Villarreal,32,1989,33,32,2704,30.0,2,10,1,1,1,3,0,0.07,0.33,0.40,0.03,0.37,1.7,1.0,6.6,7.6,0.06,0.22,0.28,0.03,0.25,Matches,7460ca0d
434,Raúl Parra,es ESP,DF,Cádiz,21,1999,2,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,647d39d2
435,Javier Pastore,ar ARG,MFFW,Elche,32,1989,13,6,525,5.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.9,1.3,0.07,0.15,0.22,0.07,0.22,Matches,881ef58c
436,Gabriel Paulista,br BRA,DF,Valencia,30,1990,19,19,1592,17.7,2,1,2,0,0,2,0,0.11,0.06,0.17,0.11,0.17,0.9,0.9,0.1,1.0,0.05,0.01,0.06,0.05,0.06,Matches,b7ca5c51
437,Alfonso Pedraza,es ESP,DF,Villarreal,25,1996,28,19,1701,18.9,4,4,4,0,0,2,0,0.21,0.21,0.42,0.21,0.42,1.6,1.6,3.2,4.8,0.08,0.17,0.25,0.08,0.25,Matches,63f04c6c
438,Pedri,es ESP,MF,Barcelona,18,2002,12,10,885,9.8,3,1,3,0,0,0,0,0.31,0.10,0.41,0.31,0.41,1.1,1.1,1.1,2.2,0.11,0.11,0.22,0.11,0.22,Matches,0d9b2d31
439,Pedrosa,es ESP,DF,Espanyol,23,1998,31,31,2720,30.2,1,1,1,0,0,8,0,0.03,0.03,0.07,0.03,0.07,1.2,1.2,1.8,2.9,0.04,0.06,0.10,0.04,0.10,Matches,112521d1
440,Facundo Pellistri,uy URU,MFFW,Alavés,19,2001,21,6,672,7.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.4,1.4,0.13,0.05,0.18,0.13,0.18,Matches,ac7e7b1c
441,Rubén Peña,es ESP,MFFW,Villarreal,30,1991,7,1,132,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.1,1.3,0.17,0.72,0.89,0.17,0.89,Matches,1f079188
442,Alberto Perea,es ESP,MF,Cádiz,30,1990,18,8,777,8.6,0,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,0.9,0.9,0.6,1.5,0.10,0.07,0.18,0.10,0.18,Matches,5496cc91
443,Victor Perea,es ESP,DF,Espanyol,21,2000,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b7de5bad
444,Iñigo Pérez,es ESP,MF,Osasuna,33,1988,10,4,338,3.8,1,0,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,0.1,0.1,0.9,1.0,0.02,0.24,0.26,0.02,0.26,Matches,bc61cc65
445,Juan Pérez,es ESP,GK,Osasuna,25,1996,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8f29e08b
446,Kike Pérez,es ESP,FWMF,Elche,24,1997,12,5,519,5.8,2,0,2,0,0,1,0,0.35,0.00,0.35,0.35,0.35,1.1,1.1,1.0,2.1,0.20,0.17,0.37,0.20,0.37,Matches,237a3851
447,Lucas Pérez,es ESP,FWMF,Cádiz,32,1988,15,11,1060,11.8,3,2,3,0,0,1,0,0.25,0.17,0.42,0.25,0.42,3.3,3.3,2.4,5.7,0.28,0.20,0.49,0.28,0.49,Matches,a300ac7e
448,Lucas Pérez,es ESP,FW,Elche,32,1988,18,16,1266,14.1,2,1,2,0,0,0,0,0.14,0.07,0.21,0.14,0.21,2.5,2.5,1.3,3.8,0.18,0.09,0.27,0.18,0.27,Matches,a300ac7e
449,Njegoš Petrović,rs SRB,MF,Granada,22,1999,15,10,918,10.2,0,1,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,1.1,1.1,0.2,1.3,0.11,0.02,0.13,0.11,0.13,Matches,0cb29e91
450,Alex Petxa,es ESP,DFMF,Athletic Club,24,1997,17,1,412,4.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.04,0.04,0.08,0.04,0.08,Matches,97d08e60
451,Germán Pezzella,ar ARG,DF,Betis,30,1991,23,22,1988,22.1,1,0,1,0,0,5,1,0.05,0.00,0.05,0.05,0.05,1.2,1.2,0.0,1.2,0.05,0.00,0.05,0.05,0.05,Matches,8c725b43
452,Pablo Piatti,ar ARG,MFFW,Elche,32,1989,10,3,312,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.06,0.15,0.22,0.06,0.22,Matches,48e89655
453,Cristiano Piccini,it ITA,DF,Valencia,28,1992,6,3,322,3.6,1,0,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,0.1,0.1,0.2,0.3,0.03,0.05,0.08,0.03,0.08,Matches,32c0491f
454,Tomás Pina Isla,es ESP,MF,Alavés,33,1987,29,16,1444,16.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.02,0.02,0.04,0.02,0.04,Matches,e54bd0a2
455,Orbelín Pineda,mx MEX,MFFW,Celta Vigo,25,1996,7,0,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.47,0.11,0.58,0.47,0.58,Matches,411fabd7
